-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 8.62069e-06 8.40241e-06
-2.775 4.31034e-05 2.69181e-05
-2.725 3.44828e-05 1.96582e-05
-2.675 5.17241e-05 2.14653e-05
-2.625 6.03448e-05 2.52072e-05
-2.575 4.31034e-05 2.06717e-05
-2.525 0.000112069 3.90794e-05
-2.475 0.000318966 0.00011192
-2.425 0.000534483 0.000126639
-2.375 0.00087069 0.0001327
-2.325 0.00122414 0.000173659
-2.275 0.00160345 0.000227135
-2.225 0.00293966 0.00028053
-2.175 0.00431034 0.000333878
-2.125 0.00599138 0.00024652
-2.075 0.00868966 0.00037067
-2.025 0.0124224 0.000513561
-1.975 0.0181034 0.000552263
-1.925 0.0255345 0.000683039
-1.875 0.0340259 0.000782184
-1.825 0.0451466 0.00120371
-1.775 0.0579052 0.000998384
-1.725 0.0743793 0.00133475
-1.675 0.0917414 0.00160131
-1.625 0.110302 0.00177263
-1.575 0.134741 0.00188604
-1.525 0.157957 0.00166485
-1.475 0.178914 0.00255632
-1.425 0.206534 0.00235185
-1.375 0.233043 0.00291885
-1.325 0.259259 0.00273392
-1.275 0.283871 0.00275192
-1.225 0.304319 0.00302176
-1.175 0.322138 0.00324622
-1.125 0.335716 0.00253631
-1.075 0.354043 0.00337076
-1.025 0.360647 0.00273277
-0.975 0.364879 0.0027213
-0.925 0.372759 0.00364344
-0.875 0.368172 0.00263648
-0.825 0.371336 0.00323102
-0.775 0.364198 0.00277008
-0.725 0.359448 0.00244887
-0.675 0.351629 0.00274997
-0.625 0.3435 0.00339498
-0.575 0.335595 0.00192191
-0.525 0.325879 0.00246582
-0.475 0.313009 0.00212151
-0.425 0.304578 0.00237833
-0.375 0.297147 0.00241679
-0.325 0.289345 0.00297344
-0.275 0.281991 0.00200102
-0.225 0.27475 0.0026934
-0.175 0.273457 0.00187097
-0.125 0.265681 0.00267279
-0.075 0.266302 0.00207551
-0.025 0.264914 0.00196943
0.025 0.265828 0.00258987
0.075 0.26656 0.00252215
0.125 0.268767 0.0022654
0.175 0.273103 0.00222708
0.225 0.279784 0.00211247
0.275 0.284681 0.00207618
0.325 0.293922 0.00230374
0.375 0.298328 0.00225839
0.425 0.306422 0.00269175
0.475 0.315948 0.00344975
0.525 0.327517 0.00301072
0.575 0.333509 0.00300822
0.625 0.340862 0.00365322
0.675 0.348819 0.00354771
0.725 0.358095 0.00402272
0.775 0.365371 0.00344224
0.825 0.367466 0.00307289
0.875 0.369733 0.003098
0.925 0.372491 0.00317816
0.975 0.360422 0.00296367
1.025 0.3615 0.00330693
1.075 0.349448 0.00268962
1.125 0.336017 0.00273426
1.175 0.319336 0.00283759
1.225 0.303474 0.00264267
1.275 0.278241 0.00257124
1.325 0.253112 0.00297576
1.375 0.231207 0.00287797
1.425 0.203466 0.00243653
1.475 0.179853 0.00285352
1.525 0.156034 0.00238953
1.575 0.131638 0.00234747
1.625 0.109095 0.00154283
1.675 0.0895862 0.00154098
1.725 0.0706552 0.00148349
1.775 0.0565517 0.00132153
1.825 0.0436207 0.00109839
1.875 0.0310431 0.000658846
1.925 0.0242328 0.000592446
1.975 0.0183793 0.000454107
2.025 0.0127414 0.000534608
2.075 0.00959483 0.000479092
2.125 0.00578448 0.000321281
2.175 0.00434483 0.000363217
2.225 0.00282759 0.000267492
2.275 0.00162069 0.00019936
2.325 0.000991379 0.000107586
2.375 0.000689655 0.000116299
2.425 0.000482759 7.27415e-05
2.475 0.000215517 5.15442e-05
2.525 0.000112069 5.35247e-05
2.575 8.62069e-05 4.31034e-05
2.625 0.00012069 4.89181e-05
2.675 5.17241e-05 2.14653e-05
2.725 1.72414e-05 1.15659e-05
2.775 2.58621e-05 1.37661e-05
2.825 1.72414e-05 1.68048e-05
2.875 0 0
2.925 8.62069e-06 8.40241e-06
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
